target_id	length	eff_length	est_counts	tpm
ENSDART00000171483.2	397	104.743	0	0
ENSDART00000171356.2	339	65.8754	0	0
ENSDART00000172182.2	413	118.12	0	0
ENSDART00000113019.3	414	118.987	0	0
ENSDART00000170523.2	375	88.1054	0	0
ENSDART00000160187.2	385	95.396	0	0
ENSDART00000114271.4	416	120.731	0	0
ENSDART00000159161.2	423	126.936	0	0
ENSDART00000162061.2	314	54.0404	0	0
ENSDART00000169803.2	998	699	0	0
ENSDART00000170923.2	1670	1371	0	0
ENSDART00000171190.2	3169	2870	0	0
ENSDART00000165811.2	556	257.002	0	0
ENSDART00000167950.2	667	368	0	0
ENSDART00000007487.9	873	574	174.035	19.897
ENSDART00000162972.3	1568	1269	12.7213	0.657861
ENSDART00000171570.2	1371	1072	3.76328	0.230374
ENSDART00000168177.2	3370	3071	591.356	12.6367
ENSDART00000182440.1	3291	2992	0	0
ENSDART00000162709.3	4761	4462	1330.13	19.5627
ENSDART00000125149.3	3218	2919	0	0
ENSDART00000168926.2	1724	1425	594.451	27.3756
ENSDART00000169180.2	3210	2911	540.343	12.1812
ENSDART00000165795.2	1002	703	3	0.280046
ENSDART00000079649.6	641	342	0	0
ENSDART00000160925.2	4365	4066	635.269	10.253
ENSDART00000188827.1	4409	4110	352.512	5.62853
ENSDART00000171098.2	437	139.751	0	0
ENSDART00000159824.2	734	435	0.827373	0.124817
ENSDART00000162187.2	63	13.7872	0	0
ENSDART00000161350.2	63	13.7872	0	0
ENSDART00000193555.1	66	13.995	0	0
ENSDART00000161459.2	60	13.5708	0	0
ENSDART00000184586.1	66	13.995	0	0
ENSDART00000193441.1	66	13.995	0	0
ENSDART00000185019.1	66	13.995	0	0
ENSDART00000171681.2	60	13.5708	0	0
ENSDART00000165172.2	63	13.7872	0	0
ENSDART00000170440.2	46	12.3744	0	0
ENSDART00000168126.2	57	13.3436	0	0
ENSDART00000182863.1	63	13.7872	0	0
ENSDART00000166020.2	66	13.995	0	0
ENSDART00000190775.1	66	13.995	0	0
ENSDART00000167303.2	63	13.7872	0	0
ENSDART00000157393.2	52	12.9341	0	0
ENSDART00000166828.2	63	13.7872	0	0
ENSDART00000159011.2	63	13.7872	0	0
ENSDART00000190235.1	66	13.995	0	0
ENSDART00000190038.1	399	106.361	1.36599	0.842808
ENSDART00000164894.2	66	13.995	0	0
ENSDART00000170926.2	63	13.7872	0	0
ENSDART00000166210.2	60	13.5708	0	0
ENSDART00000170448.2	57	13.3436	0	0
ENSDART00000171447.2	49	12.6651	0	0
ENSDART00000164734.2	55	13.1849	0	0
ENSDART00000167581.2	57	13.3436	0	0
ENSDART00000185656.1	66	13.995	0	0
ENSDART00000186087.1	63	13.7872	0	0
ENSDART00000168960.2	63	13.7872	0	0
ENSDART00000161571.2	57	13.3436	0	0
ENSDART00000161136.2	63	13.7872	0	0
ENSDART00000161763.2	63	13.7872	0	0
ENSDART00000170691.2	63	13.7872	0	0
ENSDART00000191731.1	63	13.7872	0	0
ENSDART00000113547.3	903	604	20.6321	2.24165
ENSDART00000159055.2	66	13.995	0	0
ENSDART00000158148.2	63	13.7872	0	0
ENSDART00000167576.2	63	13.7872	0	0
ENSDART00000162921.2	60	13.5708	0	0
ENSDART00000182846.1	63	13.7872	0	0
ENSDART00000191760.1	63	13.7872	0	0
ENSDART00000162352.2	60	13.5708	0	0
ENSDART00000166454.2	57	13.3436	0	0
ENSDART00000180943.1	63	13.7872	0	0
ENSDART00000172223.2	56	13.265	0	0
ENSDART00000166061.2	45	12.272	0	0
ENSDART00000171126.2	60	13.5708	0	0
ENSDART00000183757.1	63	13.7872	0	0
ENSDART00000159092.2	63	13.7872	0	0
ENSDART00000180403.1	63	13.7872	0	0
ENSDART00000192804.1	63	13.7872	0	0
ENSDART00000167932.2	60	13.5708	0	0
ENSDART00000190928.1	66	13.995	0	0
ENSDART00000158609.2	60	13.5708	0	0
ENSDART00000192441.1	63	13.7872	0	0
ENSDART00000187002.1	896	597	0	0
ENSDART00000170206.2	61	13.644	0	0
ENSDART00000159979.2	60	13.5708	0	0
ENSDART00000193507.1	66	13.995	0	0
ENSDART00000159473.2	63	13.7872	0	0
ENSDART00000166370.2	63	13.7872	0	0
ENSDART00000181827.1	63	13.7872	0	0
ENSDART00000164120.2	63	13.7872	0	0
ENSDART00000168385.2	60	13.5708	0	0
ENSDART00000170860.2	63	13.7872	0	0
ENSDART00000160505.2	60	13.5708	0	0
ENSDART00000191315.1	976	677	0	0
ENSDART00000158978.2	907	608	0	0
ENSDART00000159628.2	63	13.7872	0	0
ENSDART00000171914.2	63	13.7872	0	0
ENSDART00000190142.1	66	13.995	0	0
ENSDART00000163969.2	49	12.6651	0	0
ENSDART00000161690.2	63	13.7872	0	0
ENSDART00000186687.1	63	13.7872	0	0
ENSDART00000161734.2	64	13.8573	0	0
ENSDART00000160963.2	63	13.7872	0	0
ENSDART00000186681.1	66	13.995	0	0
ENSDART00000164889.2	63	13.7872	0	0
ENSDART00000160161.2	46	12.3744	0	0
ENSDART00000162964.2	49	12.6651	0	0
ENSDART00000131829.2	803	504	81.4781	10.609
ENSDART00000144883.3	780	481	533.642	72.8061
ENSDART00000156963.2	2986	2687	57.0154	1.39248
ENSDART00000161066.2	1110	811	0	0
ENSDART00000137179.2	1872	1573	2150.71	89.7253
ENSDART00000100744.4	2099	1800	95.033	3.46469
ENSDART00000160393.2	1044	745	35.4386	3.12164
ENSDART00000167980.2	834	535	318.236	39.0354
ENSDART00000067621.6	4363	4064	927.683	14.9799
ENSDART00000165084.2	5190	4891	408.661	5.48313
ENSDART00000162322.2	873	574	83.0373	9.49345
ENSDART00000190378.1	609	310	0	0
ENSDART00000144327.3	1479	1180	31.8288	1.77011
ENSDART00000173911.2	412	117.256	0	0
ENSDART00000178732.2	2977	2678	1.65089	0.0404547
ENSDART00000164747.2	1359	1060	65.1488	4.03333
ENSDART00000162001.2	500	201.09	5.26377	1.71779
ENSDART00000103397.6	1933	1634	242.944	9.75702
ENSDART00000113661.4	4484	4185	0	0
ENSDART00000052422.3	1265	966	85.5926	5.81463
ENSDART00000047912.9	1997	1698	680.846	26.3132
ENSDART00000154987.3	8955	8656	179.764	1.36285
ENSDART00000108999.4	2067	1768	0	0
ENSDART00000080347.6	1924	1625	84.8942	3.42837
ENSDART00000123238.3	2118	1819	0	0
ENSDART00000137120.2	456	157.801	175.319	72.9092
ENSDART00000049291.5	2868	2569	1229.94	31.4184
ENSDART00000147621.2	757	458	294.268	42.1638
ENSDART00000156885.2	7386	7087	622.201	5.76144
ENSDART00000157087.2	665	366	6.26115	1.12263
ENSDART00000176637.2	3999	3700	0	0
ENSDART00000159554.2	1007	708	0	0
ENSDART00000192041.1	525	226.02	0	0
ENSDART00000184520.1	837	538	0	0
ENSDART00000024330.9	3903	3604	197.327	3.59306
ENSDART00000173945.2	452	153.952	0	0
ENSDART00000172251.2	1479	1180	0	0
ENSDART00000155746.3	2001	1702	32.1783	1.2407
ENSDART00000154158.2	1350	1051	3707.24	231.478
ENSDART00000180571.1	1908	1609	2413.26	98.4261
ENSDART00000189685.1	622	323	0	0
ENSDART00000135009.2	659	360	0	0
ENSDART00000139795.2	1951	1652	625.71	24.8557
ENSDART00000190366.1	1293	994	0	0
ENSDART00000136751.2	726	427	1.97478	0.303497
ENSDART00000146364.3	4345	4046	1	0.0162195
ENSDART00000175207.2	5260	4961	0	0
ENSDART00000140924.2	1187	888	80.9778	5.98434
ENSDART00000066782.7	1940	1641	75.3926	3.01497
ENSDART00000163816.2	2323	2024	0	0
ENSDART00000163956.2	2431	2132	0	0
ENSDART00000129910.3	980	681	217.464	20.9557
ENSDART00000139974.2	835	536	49.3358	6.04033
ENSDART00000030773.5	5649	5350	5810.92	71.2778
ENSDART00000171701.2	2346	2047	0	0
ENSDART00000097522.5	1492	1193	7.82796	0.430597
ENSDART00000127483.4	5851	5552	30.817	0.364253
ENSDART00000183613.1	846	547	0.559754	0.0671541
ENSDART00000142998.4	12194	11895	6.11084	0.0337131
ENSDART00000182436.1	120	17.5027	0	0
ENSDART00000159675.3	1533	1234	0	0
ENSDART00000156526.3	3267	2968	13.8839	0.306981
ENSDART00000113185.4	3130	2831	136.115	3.15522
ENSDART00000148548.3	1617	1318	36.797	1.83214
ENSDART00000171123.2	1156	857	83.8896	6.42377
ENSDART00000148879.2	651	352	0	0
ENSDART00000145410.2	2756	2457	12.5525	0.335266
ENSDART00000149204.3	1221	922	4.75565	0.338487
ENSDART00000153303.2	280	41.9394	0	0
ENSDART00000149732.4	871	572	0	0
ENSDART00000153121.2	368	83.286	0	0
ENSDART00000090171.4	4438	4139	4724.6	74.9087
ENSDART00000132028.3	1779	1480	23.9137	1.06035
ENSDART00000057257.5	816	517	0	0
ENSDART00000057697.6	1756	1457	0	0
ENSDART00000164426.2	1045	746	13.4331	1.18168
ENSDART00000017850.9	1583	1284	71.0417	3.63087
ENSDART00000161797.3	1006	707	0	0
ENSDART00000173668.2	888	589	0	0
ENSDART00000173934.2	1118	819	0	0
ENSDART00000124091.3	653	354	15.9624	2.95908
ENSDART00000163388.2	199	25.3252	0	0
ENSDART00000146315.3	2622	2323	526.414	14.871
ENSDART00000021121.8	1181	882	0	0
ENSDART00000183937.1	893	594	0	0
ENSDART00000111512.4	6213	5914	34.5219	0.383068
ENSDART00000172678.2	1110	811	8.97305	0.726076
ENSDART00000151899.2	2789	2490	397.371	10.4727
ENSDART00000152066.2	838	539	0	0
ENSDART00000041577.8	5802	5503	183.684	2.19046
ENSDART00000166519.2	588	289	29.4706	6.69196
ENSDART00000147618.2	808	509	0	0
ENSDART00000142716.2	673	374	0	0
ENSDART00000007053.9	2128	1829	479.009	17.1867
ENSDART00000126984.3	954	655	0	0
ENSDART00000124920.4	6674	6375	18.97	0.195276
ENSDART00000162639.3	1596	1297	2	0.101194
ENSDART00000186786.1	7484	7185	327.789	2.99385
ENSDART00000147034.2	2816	2517	6.72591	0.17536
ENSDART00000021092.9	2140	1841	590.031	21.0322
ENSDART00000101204.4	3078	2779	159.281	3.76131
ENSDART00000167332.2	675	376	6.85833	1.197
ENSDART00000168861.2	670	371	0	0
ENSDART00000143325.2	2207	1908	279.033	9.59711
ENSDART00000076696.6	2396	2097	0.226392	0.00708476
ENSDART00000140081.2	6779	6480	18.2682	0.185005
ENSDART00000164542.2	1924	1625	0	0
ENSDART00000138182.3	6809	6510	759.766	7.65881
ENSDART00000076687.4	2125	1826	0	0
ENSDART00000136342.3	1210	911	0	0
ENSDART00000154863.2	501	202.085	27.0388	8.78043
ENSDART00000055611.7	981	682	929.325	89.4223
ENSDART00000173471.2	785	486	0	0
ENSDART00000173809.2	2802	2503	12.6362	0.331297
ENSDART00000052906.6	6837	6538	0	0
ENSDART00000183048.1	4342	4043	0.00284069	4.61086e-05
ENSDART00000181577.1	4441	4142	0	0
ENSDART00000170597.2	4489	4190	115.948	1.81598
ENSDART00000172709.2	4638	4339	423.467	6.40462
ENSDART00000170143.2	2477	2178	0	0
ENSDART00000164348.2	2415	2116	0	0
ENSDART00000191414.1	2905	2606	0	0
ENSDART00000187058.1	2836	2537	0	0
ENSDART00000054843.7	1769	1470	177.094	7.90587
ENSDART00000138630.3	1726	1427	5.73959	0.263949
ENSDART00000179964.1	1230	931	1.40357	0.0989341
ENSDART00000154333.2	2818	2519	874.52	22.7827
ENSDART00000155267.2	3419	3120	14.2212	0.299119
ENSDART00000106488.2	3307	3008	39.0515	0.851966
ENSDART00000140035.2	645	346	0	0
ENSDART00000005901.9	3370	3071	0	0
ENSDART00000128182.3	1190	891	0	0
ENSDART00000133077.2	909	610	0	0
ENSDART00000052086.6	1854	1555	4.90209	0.206878
ENSDART00000124471.3	2628	2329	293.374	8.26637
ENSDART00000088624.5	4258	3959	98.2032	1.62781
ENSDART00000099647.6	1811	1512	0	0
ENSDART00000138443.3	1328	1029	0	0
ENSDART00000139813.2	1906	1607	202.631	8.27471
ENSDART00000111699.5	1883	1584	145.933	6.04589
ENSDART00000152246.2	7961	7662	633.452	5.42543
ENSDART00000064968.5	2173	1874	633.12	22.1707
ENSDART00000151672.3	4652	4353	13.2587	0.199883
ENSDART00000138049.2	768	469	6.60912	0.92477
ENSDART00000026516.7	1344	1045	22.8103	1.43245
ENSDART00000150852.2	538	239.009	0	0
ENSDART00000150594.2	445	147.275	0	0
ENSDART00000150812.2	910	611	44.4082	4.76963
ENSDART00000128743.3	2732	2433	842.975	22.7371
ENSDART00000189645.1	750	451	0	0
ENSDART00000165510.2	996	697	0	0
ENSDART00000121859.3	5077	4778	770.037	10.5762
ENSDART00000190959.1	992	693	0	0
ENSDART00000142069.3	613	314	1428.57	298.563
ENSDART00000043933.5	608	309	1385.68	294.284
ENSDART00000148516.2	3022	2723	197.705	4.76468
ENSDART00000169072.2	8455	8156	1356.89	10.9177
ENSDART00000147947.2	8535	8236	1478.83	11.7832
ENSDART00000057464.7	1888	1589	2.75856	0.113926
ENSDART00000176133.2	2022	1723	0	0
ENSDART00000172882.2	2142	1843	15.1951	0.541055
ENSDART00000163138.2	1127	828	637.483	50.5244
ENSDART00000129570.3	734	435	0	0
ENSDART00000170007.2	915	616	0	0
ENSDART00000075782.7	3025	2726	591.503	14.2395
ENSDART00000060594.6	2004	1705	470.824	18.1216
ENSDART00000097540.5	912	613	4.31373	0.461802
ENSDART00000154409.2	2086	1787	0	0
ENSDART00000140999.3	699	400	0	0
ENSDART00000067423.5	1542	1243	16.826	0.888328
ENSDART00000122735.3	4404	4105	59.486	0.950965
ENSDART00000150875.2	563	264.001	0	0
ENSDART00000086885.5	1685	1386	103.014	4.87746
ENSDART00000156364.2	630	331	0	0
ENSDART00000155698.2	2582	2283	267.382	7.68581
ENSDART00000163680.2	986	687	8.15158	0.77866
ENSDART00000167613.2	3182	2883	649.626	14.787
ENSDART00000162628.2	643	344	0	0
ENSDART00000190025.1	1699	1400	0	0
ENSDART00000159216.2	688	389	0	0
ENSDART00000098806.5	2844	2545	72.7153	1.875
ENSDART00000160071.2	840	541	117	14.1923
ENSDART00000143398.2	738	439	1.00561	0.150324
ENSDART00000133392.3	555	256.003	0	0
ENSDART00000141476.4	1773	1474	14.1833	0.631458
ENSDART00000138301.2	713	414	0	0
ENSDART00000136016.2	1935	1636	974.606	39.0939
ENSDART00000111052.4	2617	2318	58.7635	1.66363
ENSDART00000109990.4	4314	4015	302.765	4.94861
ENSDART00000186706.1	1586	1287	0	0
ENSDART00000169589.3	1361	1062	0	0
ENSDART00000136672.3	1213	914	323.743	23.2443
ENSDART00000112735.4	414	118.987	15.2937	8.43484
ENSDART00000153006.2	3813	3514	11.929	0.222774
ENSDART00000191797.1	2340	2041	3.97524	0.127815
ENSDART00000099479.5	1809	1510	6.83801	0.297177
ENSDART00000063138.6	1414	1115	8.4839	0.499325
ENSDART00000140321.2	936	637	0	0
ENSDART00000129676.3	1118	819	66.5479	5.33228
ENSDART00000079210.5	1899	1600	505.777	20.7444
ENSDART00000163411.2	1222	923	0	0
ENSDART00000004476.9	1286	987	0	0
ENSDART00000144897.4	4802	4503	0	0
ENSDART00000172119.2	3649	3350	1284.47	25.1618
ENSDART00000144516.3	2647	2348	0	0
ENSDART00000133277.3	1898	1599	0	0
ENSDART00000131410.3	593	294	2.31356	0.516412
ENSDART00000078466.6	3411	3112	0	0
ENSDART00000143981.2	539	240.008	0	0
ENSDART00000174580.2	3483	3184	368.96	7.60447
ENSDART00000187409.1	3133	2834	0.573305	0.0132754
ENSDART00000182247.1	3785	3486	0	0
ENSDART00000153512.2	1764	1465	0	0
ENSDART00000184299.1	3681	3382	0	0
ENSDART00000153168.2	2157	1858	28.2993	0.999524
ENSDART00000045186.6	1658	1359	2.01876	0.0974829
ENSDART00000147917.3	1782	1483	268.059	11.8618
ENSDART00000061577.6	1699	1400	13.2106	0.61924
ENSDART00000179893.1	1204	905	2.0851	0.151197
ENSDART00000122279.3	636	337	0	0
ENSDART00000193421.1	1288	989	0	0
ENSDART00000139924.4	3323	3024	4.92872	0.106959
ENSDART00000183848.1	4295	3996	0	0
ENSDART00000138837.2	817	518	1.161	0.147084
ENSDART00000079691.5	4246	3947	118.721	1.97389
ENSDART00000147470.2	580	281	0	0
ENSDART00000135049.3	3232	2933	0	0
ENSDART00000154540.2	5764	5465	0	0
ENSDART00000180384.1	6294	5995	0	0
ENSDART00000175024.2	6007	5708	0	0
ENSDART00000184486.1	6281	5982	0	0
ENSDART00000156372.3	1410	1111	8.87479	0.524212
ENSDART00000020044.9	1460	1161	0	0
ENSDART00000101292.4	783	484	66	8.94873
ENSDART00000065139.5	1228	929	7	0.494476
ENSDART00000144257.2	482	183.235	55.8427	19.9996
ENSDART00000141484.2	1187	888	596.262	44.0643
ENSDART00000160276.2	6452	6153	355.78	3.79453
ENSDART00000139285.2	1275	976	10.2	0.685828
ENSDART00000149911.2	1393	1094	0	0
ENSDART00000066834.5	1080	781	0	0
ENSDART00000188808.1	5596	5297	6.75028	0.0836285
ENSDART00000187511.1	1617	1318	0	0
ENSDART00000081894.7	1722	1423	30.2479	1.39493
ENSDART00000077800.6	2317	2018	327.909	10.6634
ENSDART00000140851.2	668	369	0	0
ENSDART00000121828.4	749	450	0	0
ENSDART00000142347.2	875	576	0	0
ENSDART00000181891.1	3362	3063	10.834	0.232117
ENSDART00000102949.4	3301	3002	0.359764	0.00786448
ENSDART00000183998.1	3946	3647	0	0
ENSDART00000180528.1	3570	3271	0	0
ENSDART00000135262.3	3499	3200	0.00226371	4.64231e-05
ENSDART00000170471.2	168	21.6415	0	0
ENSDART00000167251.2	720	421	0	0
ENSDART00000167841.2	919	620	253	26.7788
ENSDART00000006927.6	1785	1486	478.471	21.13
ENSDART00000126664.3	470	171.423	0	0
ENSDART00000160463.2	3637	3338	3.38839	0.0666147
ENSDART00000161238.2	2840	2541	0	0
ENSDART00000172136.2	2865	2566	0	0
ENSDART00000190736.1	5087	4788	15.0829	0.206725
ENSDART00000149067.3	3732	3433	98.7779	1.8882
ENSDART00000180985.1	2824	2525	0	0
ENSDART00000149591.3	750	451	0.702867	0.102273
ENSDART00000149938.4	3181	2882	91.3247	2.07949
ENSDART00000162837.2	1313	1014	0	0
ENSDART00000170821.2	583	284	0	0
ENSDART00000131463.2	693	394	0	0
ENSDART00000184111.1	1161	862	0	0
ENSDART00000149371.2	1529	1230	2191.52	116.924
ENSDART00000019733.8	1633	1334	3.89669	0.191692
ENSDART00000112778.4	1751	1452	0	0
ENSDART00000025562.8	2373	2074	342.04	10.8226
ENSDART00000184362.1	360	78.0713	0	0
ENSDART00000168957.3	3559	3260	763.346	15.3662
ENSDART00000099157.5	1613	1314	0	0
ENSDART00000128788.3	1690	1391	272.213	12.8423
ENSDART00000144769.2	1156	857	529.666	40.5587
ENSDART00000138731.2	795	496	5.82486	0.770667
ENSDART00000124963.4	1627	1328	488.73	24.1509
ENSDART00000141283.2	816	517	2.02116	0.256551
ENSDART00000103626.5	2981	2682	200.628	4.90904
ENSDART00000121439.3	1827	1528	23.4359	1.00652
ENSDART00000149429.2	2555	2256	271.491	7.89731
ENSDART00000168277.2	2906	2607	108.398	2.72862
ENSDART00000156512.2	3196	2897	3	0.0679572
ENSDART00000083442.5	4257	3958	19.8123	0.32849
ENSDART00000148107.4	7693	7394	1873.18	16.625
ENSDART00000174685.2	4659	4360	10.4057	0.15662
ENSDART00000140935.2	772	473	0	0
ENSDART00000079283.6	2138	1839	4159.21	148.42
ENSDART00000039510.6	2187	1888	0	0
ENSDART00000153401.2	2846	2547	209.796	5.40544
ENSDART00000159602.2	3227	2928	0	0
ENSDART00000147667.2	844	545	7.03884	0.847555
ENSDART00000111414.3	1442	1143	242.216	13.9065
ENSDART00000167022.2	1664	1365	0	0
ENSDART00000182248.1	2580	2281	0	0
ENSDART00000169144.2	3479	3180	0	0
ENSDART00000192977.1	2843	2544	0	0
ENSDART00000184208.1	3244	2945	0	0
ENSDART00000164445.2	1162	863	2	0.152083
ENSDART00000166902.2	4609	4310	353.52	5.3827
ENSDART00000143276.3	4966	4667	224.117	3.15138
ENSDART00000051070.7	4986	4687	2107.5	29.5077
ENSDART00000074781.5	4915	4616	61.1782	0.869749
ENSDART00000004842.8	1121	822	20	1.59669
ENSDART00000152853.2	273	39.9219	0	0
ENSDART00000139202.2	273	39.9219	0	0
ENSDART00000015000.8	1425	1126	14.3141	0.834233
ENSDART00000162892.2	521	222.026	0.495845	0.146556
ENSDART00000166081.2	1461	1162	58.4469	3.30079
ENSDART00000161574.2	875	576	0	0
ENSDART00000022179.9	3405	3106	454.034	9.5929
ENSDART00000025356.7	2244	1945	14	0.472358
ENSDART00000146192.3	3929	3630	1514.73	27.3837
ENSDART00000147430.2	1896	1597	1738.61	71.4432
ENSDART00000165180.3	1635	1336	812.224	39.8963
ENSDART00000128561.4	1295	996	6.92244	0.456103
ENSDART00000044115.6	1154	855	368.449	28.2797
ENSDART00000133072.2	859	560	0	0
ENSDART00000110137.5	2127	1828	337.194	12.1051
ENSDART00000161723.2	6231	5932	279.406	3.09099
ENSDART00000154105.3	6313	6014	0	0
ENSDART00000135845.4	5504	5205	38.4201	0.484396
ENSDART00000038535.7	1041	742	4.39645	0.388832
ENSDART00000169912.2	3677	3378	39.1007	0.759604
ENSDART00000171291.2	775	476	0	0
ENSDART00000157602.2	942	643	0	0
ENSDART00000166983.2	1113	814	0	0
ENSDART00000180481.1	7465	7166	0	0
ENSDART00000113332.4	7032	6733	14.6544	0.142831
ENSDART00000173541.2	10562	10263	691.271	4.42015
ENSDART00000173660.2	267	38.3027	0	0
ENSDART00000173580.2	10633	10334	1.04891e-05	6.6609e-08
ENSDART00000173770.2	575	276.001	0	0
ENSDART00000184585.1	7588	7289	0	0
ENSDART00000188749.1	7642	7343	0	0
ENSDART00000186956.1	6189	5890	0	0
ENSDART00000141231.3	1168	869	2	0.151033
ENSDART00000099602.5	2320	2021	2578.9	83.7397
ENSDART00000004539.7	749	450	554.334	80.8392
ENSDART00000146136.2	919	620	0	0
ENSDART00000161638.2	2769	2470	14.9045	0.39599
ENSDART00000073936.6	1789	1490	72.4823	3.19234
ENSDART00000156716.3	1502	1203	65.5587	3.57625
ENSDART00000155659.2	446	148.224	34.4645	15.2587
ENSDART00000144054.4	1353	1054	56.1907	3.49854
ENSDART00000147482.3	1432	1133	0	0
ENSDART00000132541.3	744	445	1.53743	0.226725
ENSDART00000101765.4	3398	3099	0.074639	0.00158055
ENSDART00000144480.2	470	171.423	0	0
ENSDART00000136249.3	562	263.002	0	0
ENSDART00000139270.3	413	118.12	0	0
ENSDART00000173222.2	1762	1463	141	6.32467
ENSDART00000146909.2	452	153.952	0	0
ENSDART00000024858.7	781	482	585.87	79.7658
ENSDART00000012759.7	1948	1649	1025.83	40.8243
ENSDART00000056655.5	1625	1326	43	2.12808
ENSDART00000003621.9	578	279	0.270905	0.0637198
ENSDART00000132356.2	609	310	0	0
ENSDART00000148013.2	528	229.017	34.1399	9.78267
ENSDART00000080430.4	1173	874	328.246	24.6463
ENSDART00000165399.2	1274	975	2.79444	0.188085
ENSDART00000173375.2	753	454	0	0
ENSDART00000173056.2	8267	7968	58.472	0.481572
ENSDART00000138142.2	544	245.006	0	0
ENSDART00000176139.2	773	474	201.539	27.9025
ENSDART00000123925.3	708	409	0	0
ENSDART00000143933.3	1159	860	787.208	60.0695
ENSDART00000143339.3	792	493	0	0
ENSDART00000140977.3	583	284	165.069	38.1424
ENSDART00000149320.2	2734	2435	4816.02	129.793
ENSDART00000033848.9	5076	4777	144.462	1.98455
ENSDART00000158709.2	2007	1708	61.3002	2.35525
ENSDART00000139650.3	465	166.535	0.792929	0.312459
ENSDART00000065057.7	2440	2141	2.26529	0.0694338
ENSDART00000155016.2	6619	6320	1821.93	18.9181
ENSDART00000154229.3	958	659	0	0
ENSDART00000005355.8	1161	862	644.113	49.0363
ENSDART00000156520.2	957	658	3.20695	0.319837
ENSDART00000156262.2	794	495	0	0
ENSDART00000143657.3	1570	1271	0.711258	0.0367236
ENSDART00000169911.2	1568	1269	5.28874	0.273498
ENSDART00000054209.7	378	90.2432	0	0
ENSDART00000193973.1	390	99.214	56.1921	37.1676
ENSDART00000148075.3	3625	3326	0	0
ENSDART00000054689.5	2086	1787	88.4094	3.24666
ENSDART00000056893.5	3305	3006	437.748	9.55648
ENSDART00000172811.2	1526	1227	1.73258	0.092664
ENSDART00000133049.3	940	641	0.251463	0.0257441
ENSDART00000041026.8	1111	812	3.37849	0.273042
ENSDART00000053153.6	2323	2024	358.093	11.6104
ENSDART00000188322.1	5181	4882	465.257	6.25401
ENSDART00000163331.2	6495	6196	50.2713	0.532441
ENSDART00000164732.2	5391	5092	0	0
ENSDART00000144822.2	736	437	0	0
ENSDART00000135273.3	1062	763	13.3957	1.15214
ENSDART00000137210.3	1367	1068	388.472	23.87
ENSDART00000102934.4	1020	721	235.455	21.4307
